{'ip': '37.209.192.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.0.9.126', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.179.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.153', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.58.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.67', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.174.29', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.131', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.147', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.145', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.113', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.0.14.129', 'other': 'NOERROR', 'type': '4'}
{'ip': '156.154.156.145', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.169.218.35', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.0.9.91', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.158.135', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.67', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.169.43', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.53.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.117.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '81.192.108.228', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '192.71.53.53', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.170.43', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '81.228.8.16', 'other': 'REFUSED', 'type': '4'}
{'ip': '199.192.75.54', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.0.9.84', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.144.150', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.173.35', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.86', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '130.195.6.10', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '204.61.216.91', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.93.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.204.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.3.96.69', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '192.115.7.53', 'other': 'REFUSED', 'type': '4'}
{'ip': '54.75.248.180', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.170.40', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '204.61.216.101', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '108.59.164.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.229.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.183.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.191.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '213.248.221.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.0.9.108', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.159.153', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.152', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.171.39', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.82', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.144.151', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '212.18.248.68', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.150', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.174.50', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '72.42.113.7', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.138', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.145', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.172.41', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.170.79', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.169.40', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '204.61.216.54', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.145.153', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.152', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.247.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.18.248.12', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.77.192.13', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '89.207.184.65', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.154', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.141', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.59.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.0.27.12', 'other': 'REFUSED', 'type': '4'}
{'ip': '84.245.96.1', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '194.0.45.1', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.145.150', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.130.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.139', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '185.38.99.5', 'other': 'REFUSED', 'type': '4'}
{'ip': '192.12.192.5', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '54.75.243.181', 'other': 'REFUSED', 'type': '4'}
{'ip': '202.46.189.130', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.0.9.56', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '195.178.32.2', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.16.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.0.9.112', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '185.24.64.68', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.216.168.45', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '194.169.218.70', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.210.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.155', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.152', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '192.115.7.60', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.20.231.7', 'other': 'REFUSED', 'type': '4'}
{'ip': '200.2.162.30', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.0.9.76', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '178.23.16.104', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.114.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.18.248.38', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.151', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.203.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.0.9.123', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.245.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '202.3.225.10', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '194.112.0.1', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '185.24.64.34', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.216.168.31', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '103.49.81.31', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.173.28', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.65.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.151', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '200.1.159.148', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '185.24.64.63', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.142.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.151', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.92', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.173.26', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '196.216.168.25', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.156.153', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.184.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.122.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.170.50', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '43.230.49.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.172.48', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.133', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '196.216.168.20', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.186.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '203.87.166.126', 'other': 'NOERROR', 'type': '4'}
{'ip': '156.154.156.156', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.105', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.0.9.59', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '196.216.168.29', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '54.228.236.26', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.174.41', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.85', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.171.48', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.128.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.63', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.171.79', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.62', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.0.9.122', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.158.147', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.120.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.0.9.102', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '212.77.192.10', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.158.156', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.188.34.241', 'other': 'NOERROR', 'type': '4'}
{'ip': '156.154.158.159', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.170.48', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '178.23.17.104', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.155', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.120.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.144', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '185.24.64.61', 'other': 'REFUSED', 'type': '4'}
{'ip': '108.59.161.5', 'other': 'REFUSED', 'type': '4'}
{'ip': '108.59.161.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.140.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.147', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.173.33', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.174.28', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.150', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.68.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.172.79', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.154', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.111.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.143', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '168.187.5.12', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.77.192.15', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.157.143', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.152', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.150', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.169.50', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.145', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.146', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.172.50', 'other': 'SERVFAIL', 'type': '4'}
